Ball Number,Score,Comment
17.3,2,"Tanzim Sakib to Nurul Hasan, 2 runs, Nurul Hasan goes forward to take fast ball of good length aimed on the off stump, executing a confident cut that sent the ball sailing towards deep cover for 2 runs."
17.2,4,"Tanzim Sakib to Nurul Hasan, Four, Four !! , fulltoss, on the off stump. Nurul Hasan hangs in the crease, hits cut in the gap towards deep cover, and ball finds the ropes in a flash for four."
17.1,1,"Tanzim Sakib to Iftikhar Ahmed, 1 run, fast ball, good length, on the stumps, Iftikhar Ahmed hangs in the crease to make a room for himself and hits it towards deep cover for 1 run."
16.6,4,"Reece Topley to Nurul Hasan, Four, Four !! fast ball, good length, on the stumps, Nurul Hasan hangs in the crease, plays pull in the air to deep mid wicket. Ball finds the ropes for four."
16.5,6,"Reece Topley to Nurul Hasan, Six, Six !! What a delivery! fast ball lands right on the off stump, Nurul Hasan hangs in the crease, exhibits impeccable timing as batter hammers cut sending it flying to the deep cover region for a remarkable Maximum!"
16.4,4,"Reece Topley to Nurul Hasan, Four, Four !! fast ball, full length, on the stumps, Short and well outside the stumps. Nurul Hasan hangs in the crease, it to the deep square leg, races away and finds the boundary."
16.3,1,"Reece Topley to Iftikhar Ahmed, 1 run, An accurately pitched fast ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident pull, sending the ball towards deep mid wicket for 1 run."
16.2,4,"Reece Topley to Iftikhar Ahmed, Four, Four !! fast ball, good length, on the off stump. Iftikhar Ahmed hangs in the crease, hits cut in the gap towards third man, and ball finds the ropes in a flash for four."
16.1,0,"Reece Topley to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the stumps, Iftikhar Ahmed hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
15.6,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, Nihaduzzaman delivers at full length, Iftikhar Ahmed hangs in the crease and plays the shot, but the ball goes straight to the fielder at long on for 1 run."
15.5,6,"Nihaduzzaman to Iftikhar Ahmed, Six, Six !! What a delivery! off break ball lands right on the off stump, Iftikhar Ahmed hangs in the crease, exhibits impeccable timing as batter hammers pull sending it flying to the deep mid wicket region for a remarkable Maximum!"
15.4,0,"Nihaduzzaman to Iftikhar Ahmed, no run, Dot ball !! off break ball, full length, on the off stump, Iftikhar Ahmed hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
15.3,1,"Nihaduzzaman to Nurul Hasan, 1 run, off break ball, full length, on the off stump, Nurul Hasan hangs in the crease to make a room for himself and hits it towards deep cover for 1 run."
15.2,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, An accurately pitched off break ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident , but gets an edge, and the ball goes towards deep fine leg for 1 run."
15.1,1,"Nihaduzzaman to Nurul Hasan, 1 run, off break ball, full length, on the off stump, Nurul Hasan hangs in the crease to make a room for himself and hits it towards deep cover for 1 run."
14.6,1,"Al Amin Hossain to Nurul Hasan, 1 run, Al Amin Hossain delivers inswinger at fulltoss, Nurul Hasan goes forward and plays the shot, but the ball goes straight to the fielder at deep mid wicket for 1 run."
14.5,1,"Al Amin Hossain to Iftikhar Ahmed, 1 run, fast ball, good length, on the stumps, Iftikhar Ahmed hangs in the crease to make a room for himself and hits it towards long on for 1 run."
14.4,0,"Al Amin Hossain to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the off stump, Iftikhar Ahmed hangs in the crease, dabs pull with soft hands toward slip, but the fielder is quick to react, thwarts the ball."
14.3,1,"Al Amin Hossain to Nurul Hasan, 1 run, An accurately pitched fast ball on the off stump, Nurul Hasan hangs in the crease to make a confident flick shot, sending the ball towards deep mid wicket for 1 run."
14.2,2,"Al Amin Hossain to Nurul Hasan, 2 runs, Nurul Hasan hangs in the crease and plays a well-timed uppercut off an fast ball delivers at a back of length by the bowler, but the ball lands safely in the hands of the fielder at third man for 2 runs."
14.1,1,"Al Amin Hossain to Iftikhar Ahmed, 1 run, Iftikhar Ahmed hangs in the crease and plays a well-timed pull off an fast ball delivers at a good length by the bowler, but the ball lands safely in the hands of the fielder at deep square leg for 1 run."
13.6,0,"Nihaduzzaman to Nurul Hasan, no run, Dot ball !! off break ball, full length, on the stumps, Nurul Hasan hangs in the crease, tucks defensive shot toward the fielder at short mid wicket, who halts the ball."
13.5,4,"Nihaduzzaman to Nurul Hasan, Four, Four !! off break ball, full length, on the stumps, Short and well outside the stumps. Nurul Hasan hangs in the crease, it to the long on, races away and finds the boundary."
13.4,0,"Nihaduzzaman to Nurul Hasan, no run, Dot ball !! off break ball, full length, on the stumps, Nurul Hasan hangs in the crease, tucks reverse sweep toward the fielder at deep point, who halts the ball."
13.3,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, Iftikhar Ahmed hangs in the crease to take off break ball of full length aimed on the off stump, executing a confident cut that sent the ball sailing towards deep cover for 1 run."
13.2,0,"Nihaduzzaman to Iftikhar Ahmed, no run, Dot ball !! arm ball, full length, on the off stump, Iftikhar Ahmed hangs in the crease, tucks defensive shot toward the fielder at short cover, who halts the ball."
13.1,1,"Nihaduzzaman to Nurul Hasan, 1 run, An accurately pitched on the off stump, Nurul Hasan hangs in the crease to make a confident cut, but gets an edge, and the ball goes towards deep cover for 1 run."
12.6,1,"Ariful Haque-1 to Nurul Hasan, 1 run, An accurately pitched fast ball on the off stump, Nurul Hasan hangs in the crease to make a confident cut, sending the ball towards deep cover for 1 run."
12.5,1,"Ariful Haque-1 to Iftikhar Ahmed, 1 run, An accurately pitched fast ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident flick shot, sending the ball towards long on for 1 run."
12.4,4,"Ariful Haque-1 to Iftikhar Ahmed, Four, Four !! inswinger, good length, on the off stump. Iftikhar Ahmed hangs in the crease and tries pull, edged!! in the gap towards deep fine leg, and ball finds the ropes in a flash for four."
12.3,1,"Ariful Haque-1 to Nurul Hasan, 1 run, Nurul Hasan hangs in the crease to take fast ball of good length aimed on the off stump, executing a confident cut that sent the ball sailing towards deep cover for 1 run."
12.2,0,"Ariful Haque-1 to Nurul Hasan, no run, Dot ball !! fast ball, good length, on the off stump, Nurul Hasan hangs in the crease and slash defensive shot towards deep cover, but the fielder reacts promptly and blocks it right away."
12.1,1,"Ariful Haque-1 to Iftikhar Ahmed, 1 run, Iftikhar Ahmed hangs in the crease to take fast ball of good length aimed on the stumps, executing a confident flick shot that sent the ball sailing towards deep mid wicket for 1 run."
11.6,0,"Samiullah Shinwari to Nurul Hasan, no run, Dot ball !! legbreak, good length, on the off stump, Nurul Hasan hangs in the crease and slash cut towards deep point, but the fielder reacts promptly and blocks it right away."
11.5,0,"Samiullah Shinwari to Nurul Hasan, no run, Dot ball !! , full length, on the off stump, Nurul Hasan hangs in the crease and slash cut towards deep point, but the fielder reacts promptly and blocks it right away."
11.4,1,"Samiullah Shinwari to Iftikhar Ahmed, 1 run, Samiullah Shinwari delivers googly at full length, Iftikhar Ahmed goes back and tucks it. But the ball is stopped by the fielder standing at the deep mid wicket, limits Iftikhar Ahmed to just 1 run."
11.3,1,"Samiullah Shinwari to Nurul Hasan, 1 run, Nurul Hasan hangs in the crease to take of full length aimed on the off stump, executing a confident cut that sent the ball sailing towards deep cover for 1 run."
11.2,W,"Samiullah Shinwari to Khushdil Shah, no run, c G Munsey b S Shinwari, Caught out !! googly, full length, on the off stump, Khushdil Shah hangs in the crease, tries a high-risk shot towards deep mid wicket, but the ball finds safe hands of George Munsey, who makes no mistake in taking the catch. Khushdil Shah is out. c G Munsey b S Shinwari"
11.1,4,"Samiullah Shinwari to Khushdil Shah, Four, Four !! legbreak, full length, on the off stump. Khushdil Shah hangs in the crease, hits cut in the gap towards deep point, and ball finds the ropes in a flash for four."
10.6,4,"Ariful Haque-1 to Iftikhar Ahmed, Four, Four !! fast ball, good length, on the off stump, Iftikhar Ahmed elegantly hangs in the crease into the shot, gracefully guides it to third man region, the ball speeds away and finds the boundary rope."
10.5,1,"Ariful Haque-1 to Khushdil Shah, 1 run, fast ball, full length, on the stumps, Khushdil Shah hangs in the crease to make a room for himself and hits it towards long on for 1 run."
10.4,1,"Ariful Haque-1 to Iftikhar Ahmed, 1 run, An accurately pitched fast ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident , but gets an edge, and the ball goes towards deep fine leg for 1 run."
10.3,0,"Ariful Haque-1 to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the off stump, Iftikhar Ahmed hangs in the crease and tucks defensive shot toward the fielder, who halts the ball."
10.2,1,"Ariful Haque-1 to Khushdil Shah, 1 run, An accurately pitched fast ball on the stumps, Khushdil Shah hangs in the crease to make a confident flick shot, sending the ball towards deep mid wicket for 1 run."
10.1,1,"Ariful Haque-1 to Iftikhar Ahmed, 1 run, An accurately pitched fast ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident , but gets an edge, and the ball goes towards deep point for 1 run."
9.6,0,"Samiullah Shinwari to Khushdil Shah, no run, Dot ball !! legbreak, full length, on the off stump, Khushdil Shah hangs in the crease, tucks flick shot toward the fielder at short mid wicket, who halts the ball."
9.5,1,"Samiullah Shinwari to Iftikhar Ahmed, 1 run, An accurately pitched googly on the off stump, Iftikhar Ahmed hangs in the crease to make a confident sloge sweep, but gets an edge, and the ball goes towards deep mid wicket for 1 run."
9.4,1,"Samiullah Shinwari to Khushdil Shah, 1 run, An accurately pitched googly on the off stump, Khushdil Shah hangs in the crease to make a confident flick shot, sending the ball towards deep mid wicket for 1 run."
9.3,1,"Samiullah Shinwari to Iftikhar Ahmed, 1 run, An accurately pitched legbreak on the off stump, Iftikhar Ahmed hangs in the crease to make a confident cut, sending the ball towards deep cover for 1 run."
9.2,1,"Samiullah Shinwari to Khushdil Shah, 1 run, legbreak, full length, on the stumps, Khushdil Shah hangs in the crease to make a room for himself and hits it towards deep mid wicket for 1 run."
9.1,6,"Samiullah Shinwari to Khushdil Shah, Six, Six !! What a delivery! legbreak lands right on the off stump, Khushdil Shah hangs in the crease, exhibits impeccable timing as batter hammers cut sending it flying to the deep cover region for a remarkable Maximum!"
8.6,0,"Reece Topley to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the stumps, Iftikhar Ahmed hangs in the crease, dabs defensive shot with soft hands toward deep cover, but the fielder is quick to react, thwarts the ball."
8.5,0,"Reece Topley to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the stumps, Iftikhar Ahmed hangs in the crease, tucks defensive shot toward the fielder at short mid wicket, who halts the ball."
8.4,1,"Reece Topley to Khushdil Shah, 1 run, fast ball, good length, on the stumps, Khushdil Shah hangs in the crease to make a room for himself and hits it towards long on for 1 run."
8.3,0,"Reece Topley to Khushdil Shah, no run, Dot ball !! fast ball, good length, on the off stump, Khushdil Shah hangs in the crease, tucks cut toward the fielder at deep cover, who halts the ball."
8.2,0,"Reece Topley to Khushdil Shah, no run, Dot ball !! fast ball, good length, on the stumps, Khushdil Shah hangs in the crease, tucks defensive shot toward the fielder at deep cover, who halts the ball."
8.1,1,"Reece Topley to Iftikhar Ahmed, 1 run, An accurately pitched fast ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident flick shot, sending the ball towards deep mid wicket for 1 run."
7.6,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, An accurately pitched off break ball on the off stump, Iftikhar Ahmed hangs in the crease to make a confident cut, sending the ball towards deep cover for 1 run."
7.5,0,"Nihaduzzaman to Iftikhar Ahmed, no run, Dot ball !! off break ball, full length, on the off stump, Iftikhar Ahmed hangs in the crease, tucks defensive shot toward the fielder at short mid wicket, who halts the ball."
7.4,1,"Nihaduzzaman to Khushdil Shah, 1 run, off break ball, full length, on the off stump, Khushdil Shah hangs in the crease to make a room for himself and hits it towards long on for 1 run."
7.3,4,"Nihaduzzaman to Khushdil Shah, Four, Four !! arm ball, full length, on the off stump. Khushdil Shah hangs in the crease, hits cut in the gap towards deep point, and ball finds the ropes in a flash for four."
7.2,0,"Nihaduzzaman to Khushdil Shah, no run, Dot ball !! off break ball, full length, on the off stump, Khushdil Shah hangs in the crease, tucks flick shot toward the fielder at deep mid wicket, who halts the ball."
7.1,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, An accurately pitched off break ball on the stumps, Iftikhar Ahmed hangs in the crease to make a confident , but gets an edge, and the ball goes towards deep fine leg for 1 run."
6.6,1,"Al Amin Hossain to Iftikhar Ahmed, 1 run, Iftikhar Ahmed hangs in the crease to take fast ball of good length aimed on the off stump, executing a confident cut that sent the ball sailing towards deep cover for 1 run."
6.5,2,"Al Amin Hossain to Iftikhar Ahmed, 2 runs, Iftikhar Ahmed hangs in the crease to take fast ball of good length aimed on the stumps, executing a confident flick shot that sent the ball sailing towards deep mid wicket for 2 runs."
6.4,4,"Al Amin Hossain to Iftikhar Ahmed, Four, Four !! fast ball, good length, on the off stump. Iftikhar Ahmed hangs in the crease, hits cut in the gap towards deep point, and ball finds the ropes in a flash for four."
6.3,0,"Al Amin Hossain to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the stumps, Iftikhar Ahmed hangs in the crease and slash pull towards deep mid wicket, but the fielder reacts promptly and blocks it right away."
6.2,0,"Al Amin Hossain to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the off stump, Iftikhar Ahmed hangs in the crease, tucks defensive shot toward the fielder at short cover, who halts the ball."
6.1,0,"Al Amin Hossain to Iftikhar Ahmed, no run, Dot ball !! fast ball, good length, on the off stump, Iftikhar Ahmed hangs in the crease and slash cut towards deep cover, but the fielder reacts promptly and blocks it right away."
5.6,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, Iftikhar Ahmed hangs in the crease to take off break ball of full length aimed on the off stump, executing a confident flick shot that sent the ball sailing towards deep mid wicket for 1 run."
5.5,1,"Nihaduzzaman to Khushdil Shah, 1 run, An accurately pitched off break ball on the stumps, Khushdil Shah hangs in the crease to make a confident flick shot, sending the ball towards deep square leg for 1 run."
5.4,0,"Nihaduzzaman to Khushdil Shah, no run, Dot ball !! arm ball, full length, on the off stump, Khushdil Shah hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
5.3,1,"Nihaduzzaman to Iftikhar Ahmed, 1 run, off break ball, full length, on the off stump, Iftikhar Ahmed hangs in the crease to make a room for himself and hits it towards mid off for 1 run."
5.2,0,"Nihaduzzaman to Iftikhar Ahmed, no run, Dot ball !! off break ball, full length, on the stumps, Iftikhar Ahmed hangs in the crease and tucks defensive shot toward the fielder, who halts the ball."
5.1,0,"Nihaduzzaman to Iftikhar Ahmed, no run, Dot ball !! off break ball, fulltoss, on the off stump, Iftikhar Ahmed hangs in the crease and slash cut towards deep cover, but the fielder reacts promptly and blocks it right away."
4.6,W,"Al Amin Hossain to Steven Taylor, no run, c J Ali b A Hossain, Caught out !! fast ball, good length, on the off stump, Steven Taylor hangs in the crease, tries a high-risk shot towards slip, but the ball finds safe hands of Jaker Ali Anik, who makes no mistake in taking the catch. Steven Taylor is out. c J Ali b A Hossain"
4.5,1,"Al Amin Hossain to Iftikhar Ahmed, 1 run, An accurately pitched fast ball on the off stump, Iftikhar Ahmed hangs in the crease to make a confident , but gets an edge, and the ball goes towards deep fine leg for 1 run."
4.4,W,"Al Amin Hossain to Saif Hassan, no run, c R Talukdar b A Hossain, Caught out !! inswinger, good length, on the off stump, Saif Hassan goes back, takes a big risk by attempting pull towards deep square leg, but unfortunately, the ball flies towards Rony Talukdar, who displays excellent fielding skills to complete the catch, resulting in the dismissal of Saif Hassan. c R Talukdar b A Hossain"
4.3,4,"Al Amin Hossain to Saif Hassan, Four, Four !! fast ball, full length, on the off stump, Saif Hassan elegantly hangs in the crease into the shot, gracefully guides it to long off region, the ball speeds away and finds the boundary rope."
4.2,0,"Al Amin Hossain to Saif Hassan, no run, Dot ball !! fast ball, good length, on the off stump, Saif Hassan goes back, tucks defensive shot toward the fielder at short cover, who halts the ball."
4.1,1lb,"Al Amin Hossain to Steven Taylor, 1 leg bye, Leg Bye !! fast ball, good length, on the stumps, Steven Taylor hangs in the crease, swats it, but the ball slides off the body, batter is quick to avail this leg bye for 1 run."
3.6,0,"Tanzim Sakib to Saif Hassan, no run, Dot ball !! inswinger, good length, on the off stump, Saif Hassan goes back and dabs defensive shot, but the fielder reacts promptly and blocks it right away."
3.5,0,"Tanzim Sakib to Saif Hassan, no run, Dot ball !! fast ball, good length, on the stumps, Saif Hassan goes back to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
3.4,0,"Tanzim Sakib to Saif Hassan, no run, Dot ball !! fast ball, full length, on the stumps, Saif Hassan goes back and tucks defensive shot toward the fielder, who halts the ball."
3.3,0,"Tanzim Sakib to Saif Hassan, no run, Dot ball !! fast ball, good length, on the off stump, Saif Hassan hangs in the crease, tucks defensive shot toward the fielder at short cover, who halts the ball."
3.2,W,"Tanzim Sakib to Alex Hales, no run, c Ariful Haque b T Sakib, Caught out !! inswinger, full length, on the stumps, Alex Hales hangs in the crease, takes a big risk by attempting helicopter shot towards deep cover, but unfortunately, the ball flies towards Ariful Haque-1, who displays excellent fielding skills to complete the catch, resulting in the dismissal of Alex Hales. c Ariful Haque b T Sakib"
3.1,0,"Tanzim Sakib to Alex Hales, no run, Dot ball !! inswinger, good length, on the stumps, Alex Hales hangs in the crease, tucks it toward the fielder at short fine leg, who blocks the ball right away."
2.6,0,"Reece Topley to Steven Taylor, no run, Dot ball !! inswinger, good length, on the off stump, Steven Taylor hangs in the crease and slash flick shot towards mid on, but the fielder reacts promptly and blocks it right away."
2.5,0,"Reece Topley to Steven Taylor, no run, Dot ball !! fast ball, full length, on the off stump, Steven Taylor hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
2.4,0,"Reece Topley to Steven Taylor, no run, Dot ball !! fast ball, good length, on the off stump, Steven Taylor hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
2.3,0,"Reece Topley to Steven Taylor, no run, Dot ball !! fast ball, good length, on the stumps, Steven Taylor hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
2.2,1,"Reece Topley to Alex Hales, 1 run, An accurately pitched fast ball on the stumps, Alex Hales hangs in the crease to make a confident flick shot, sending the ball towards deep mid wicket for 1 run."
2.1,0,"Reece Topley to Alex Hales, no run, Dot ball !! outswinger, good length, on the stumps, Alex Hales hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
1.6,4,"Al Amin Hossain to Steven Taylor, Four, Four !! fast ball, good length, on the off stump. Steven Taylor hangs in the crease, hits cut in the gap towards deep point, and ball finds the ropes in a flash for four."
1.5,4,"Al Amin Hossain to Steven Taylor, Four, Four !! fast ball, good length, on the off stump. Steven Taylor hangs in the crease, hits drive in the gap towards deep cover, and ball finds the ropes in a flash for four."
1.4,0,"Al Amin Hossain to Steven Taylor, no run, Dot ball !! fast ball, good length, on the stumps, Steven Taylor hangs in the crease, tucks defensive shot toward the fielder at short cover, who halts the ball."
1.3,1,"Al Amin Hossain to Alex Hales, 1 run, An accurately pitched fast ball on the stumps, Alex Hales hangs in the crease to make a confident flick shot, sending the ball towards deep square leg for 1 run."
1.2,4,"Al Amin Hossain to Alex Hales, 4 leg bye, Leg Bye !! inswinger, good length, on the off stump, Alex Hales hangs in the crease, aims to play it, but ball direclty brushes against the body. Batter snatch 4 runs off leg bye."
1.1,4,"Al Amin Hossain to Alex Hales, Four, Four !! fast ball, good length, on the off stump. Alex Hales hangs in the crease, hits drive in the gap towards deep cover, and ball finds the ropes in a flash for four."
0.6,0,"Tanzim Sakib to Steven Taylor, no run, Dot ball !! inswinger, good length, on the off stump, Steven Taylor hangs in the crease, tucks defensive shot toward the fielder at short cover, who halts the ball."
0.5,0,"Tanzim Sakib to Steven Taylor, no run, Dot ball !! fast ball, good length, on the off stump, Steven Taylor hangs in the crease, tucks defensive shot toward the fielder at point, who halts the ball."
0.4,0,"Tanzim Sakib to Steven Taylor, no run, Dot ball !! inswinger, good length, on the off stump, Steven Taylor hangs in the crease to the delivery, tries to defend it with full face of the bat, but the ball jags away at the last moment, beating the bat."
0.3,0,"Tanzim Sakib to Steven Taylor, no run, Dot ball !! fast ball, good length, on the stumps, Steven Taylor hangs in the crease, tucks defensive shot toward the fielder at mid on, who halts the ball."
0.2,0,"Tanzim Sakib to Steven Taylor, no run, Dot ball !! fast ball, good length, on the stumps, hangs in the crease, plays defensive shot edged!! towards the fielder."
0.1,4,"Tanzim Sakib to Steven Taylor, Four, Four !! fast ball, good length, on the off stump, Steven Taylor hangs in the crease, plays drive in the air to deep point. Ball finds the ropes for four."
